,final_grade,review_date,cocoa_percent,company_location,bean_type,broad_bean_origin
1006,3.75,2015,0.72,Canada,Trinitario,Vietnam
1007,2.75,2014,0.72,Canada,,Bolivia
1008,3.5,2014,0.75,Canada,Blend,"Trinidad, Ecuador"
1009,3.75,2014,0.7,Canada,Trinitario,Trinidad
1010,3,2016,0.76,Spain,,Fiji
1011,3.5,2014,0.65,U.S.A.,,South America
1012,3.25,2016,0.7,U.S.A.,,Tanzania
1013,3,2014,0.7,U.S.A.,,Bolivia
1014,3.5,2014,0.7,U.S.A.,,Dominican Republic
1015,2.5,2013,0.55,Peru,,Peru
1016,2.75,2013,0.7,Peru,,Peru
1017,3.75,2011,0.7,U.S.A.,Blend,
1018,3.5,2009,0.67,U.S.A.,Trinitario,Madagascar
1019,4,2007,0.7,U.S.A.,Trinitario,Madagascar
1020,4,2013,0.67,U.S.A.,,Peru
1021,2.25,2014,0.73,U.K.,Trinitario,Madagascar
1022,2.75,2014,0.64,U.K.,Trinitario,Madagascar
1023,3,2015,0.82,U.S.A.,,Dominican Republic
1024,3,2010,0.75,Belgium,Criollo,Venezuela
1025,3.25,2010,0.75,Belgium,Trinitario,Trinidad
1026,3.75,2010,0.78,Belgium,"Criollo, Forastero",Cuba
1027,3,2010,0.85,Belgium,Criollo,Peru
1028,3,2009,0.72,Belgium,Forastero,Brazil
1029,3,2009,0.72,Belgium,Criollo,Mexico
1030,4,2007,0.7,Belgium,Blend,"Venezuela, Java"
1031,3.75,2007,0.72,Belgium,Forastero (Nacional),Ecuador
1032,4,2007,0.72,Belgium,Trinitario,Madagascar
1033,3.5,2007,0.85,Belgium,Blend,Venezuela/ Ghana
1034,4,2006,0.72,Belgium,Criollo,Mexico
1035,3,2006,0.72,Belgium,Criollo,Indonesia
1036,4,2006,0.72,Belgium,Criollo,Venezuela
1037,2.5,2016,0.8,U.S.A.,,Honduras
1038,2.5,2015,0.62,U.S.A.,,Nicaragua
1039,2.75,2015,0.8,U.S.A.,,Nicaragua
1040,2.75,2015,0.8,U.S.A.,"Criollo, Trinitario",Nicaragua
1041,2.75,2015,0.8,U.S.A.,Trinitario,Nicaragua
1042,3.25,2015,0.8,U.S.A.,,Nicaragua
1043,2.5,2014,0.73,U.S.A.,Trinitario,Fiji
1044,3.5,2014,0.73,U.S.A.,,Ecuador
1045,2.5,2012,0.76,U.S.A.,,Dominican Republic
1046,2.75,2012,0.82,U.S.A.,Criollo,Peru
1047,3.75,2016,0.7,U.S.A.,,Domincan Republic
1048,3.75,2014,0.7,U.S.A.,,Venezuela
1049,2.75,2011,0.7,U.S.A.,,Peru
1050,3.25,2015,0.75,France,,Peru
1051,3.25,2011,0.75,France,Criollo (Porcelana),Venezuela
1052,3.5,2010,0.75,France,Trinitario,Venezuela
1053,2,2009,0.75,France,,Venezuela
1054,3,2008,0.75,France,Trinitario,Papua New Guinea
1055,3,2008,1,France,Criollo,Madagascar
1056,2,2008,0.75,France,,Dominican Republic
1057,3.5,2008,0.75,France,,Brazil
1058,3,2006,0.75,France,Forastero,Brazil
1059,3.5,2006,0.75,France,Criollo,Tanzania
1060,3.5,2006,0.75,France,Trinitario,Trinidad
1061,3.75,2006,0.75,France,Criollo,Madagascar
1062,3.5,2006,0.75,France,Criollo,Indonesia
1063,3.5,2006,0.75,France,Trinitario,Venezuela
1064,4,2006,0.75,France,Trinitario,Jamaica
1065,3.5,2006,0.75,France,Trinitario,Colombia
1066,4,2006,0.8,France,"Criollo, Trinitario",Ecuador
1067,3,2006,0.75,France,Trinitario,Cuba
1068,3,2006,0.75,France,"Trinitario, Forastero","Venezuela, Ghana"
1069,3.5,2006,0.75,France,"Criollo, Forastero","Indonesia, Ghana"
1070,3.5,2016,0.77,U.K.,,Ecuador
1071,3.5,2015,0.74,U.K.,Criollo,Madagascar
1072,2.75,2015,0.8,U.K.,,Honduras
1073,2.75,2014,0.75,U.K.,Trinitario,Venezuela
1074,3,2014,0.75,U.K.,Forastero (Nacional),Ecuador
1075,3.25,2014,0.72,U.K.,Trinitario,Madagascar
1076,2.75,2012,0.73,Italy,,Venezuela
1077,3.25,2013,0.75,Brazil,,Brazil
1078,3.5,2013,0.85,Brazil,,Brazil
1079,2.75,2013,0.55,Brazil,,Brazil
1080,3.25,2013,0.8,Brazil,,Brazil
1081,3,2012,0.6,Brazil,,Brazil
1082,3.25,2012,0.65,Brazil,,Brazil
1083,2.75,2016,0.7,Mexico,Criollo,Mexico
1084,3,2016,0.74,Mexico,Trinitario,Mexico
1085,3,2016,0.7,U.S.A.,,"Peru(SMartin,Pangoa,nacional)"
1086,2.75,2015,0.75,U.S.A.,Forastero,Congo
1087,3.25,2012,0.75,U.S.A.,Trinitario,Madagascar
1088,3.5,2011,0.85,U.S.A.,,Dominican Republic
1089,2.75,2010,0.7,Guatemala,,Guatemala
1090,3,2010,0.75,Eucador,"Forastero(Arriba, CCN)",Ecuador
1091,3.25,2015,0.8,U.S.A.,,Peru
1092,3.5,2015,0.73,U.S.A.,Criollo,Peru
1093,3.25,2016,0.75,France,Criollo,Peru
1094,3.25,2010,0.75,Ecuador,,Ecuador
1095,2.5,2009,0.75,Ecuador,Forastero (Arriba),Ecuador
1096,3.5,2007,0.67,Ecuador,Forastero (Arriba),Ecuador
1097,3.75,2007,0.75,Ecuador,Forastero (Arriba),Ecuador
1098,3.75,2016,0.75,U.S.A.,,Ecuador
1099,3.5,2015,0.85,U.S.A.,,Ecuador
1100,3.5,2015,0.7,U.S.A.,Blend,
1101,3.75,2013,0.75,U.S.A.,Trinitario,Belize
1102,3,2013,0.75,U.S.A.,Forastero (Nacional),Peru
1103,4,2012,0.75,U.S.A.,Trinitario,Madagascar
1104,3.5,2012,0.75,U.S.A.,Trinitario,Trinidad
1105,3.5,2011,0.75,U.S.A.,,Costa Rica
1106,3.25,2016,0.7,South Korea,,Costa Rica
1107,3.25,2016,0.7,South Korea,,Costa Rica
1108,3.25,2013,0.75,Madagascar,Trinitario,Madagascar
1109,3.5,2012,0.66,U.K.,Trinitario,Grenada
1110,3.75,2016,0.75,U.S.A.,,Honduras
1111,3.75,2015,0.7,U.S.A.,,Venezuela
1112,3.25,2015,0.75,U.S.A.,,Bolivia
1113,3.75,2014,0.8,U.S.A.,Criollo,Venezuela
1114,3.5,2013,0.7,U.S.A.,Trinitario,Madagascar
1115,3.5,2013,0.7,U.S.A.,,Dominican Republic
1116,4,2013,0.75,U.S.A.,,Bolivia
1117,3.75,2013,0.75,U.S.A.,Trinitario,Jamaica
1118,3.75,2012,0.75,U.S.A.,Nacional (Arriba),Ecuador
1119,3,2011,0.75,U.S.A.,Criollo,Bolivia
1120,3.5,2009,0.7,U.S.A.,Trinitario,Venezuela
1121,2.75,2008,0.7,U.S.A.,,Dominican Republic
1122,2.75,2008,0.7,U.S.A.,Trinitario,Madagascar
1123,3,2008,0.7,U.S.A.,Trinitario,Trinidad
1124,2.5,2012,0.84,Hungary,,Venezuela
1125,2.25,2012,0.76,Hungary,Trinitario,Venezuela
1126,2.5,2012,0.72,Hungary,Trinitario,Madagascar
1127,3.5,2011,0.73,Hungary,Criollo,Venezuela
1128,2.5,2011,0.71,Hungary,,Venezuela
1129,3.5,2011,0.7,Hungary,,Venezuela
1130,2.75,2011,0.77,Hungary,Forastero,Principe
1131,3.5,2010,0.64,Italy,Trinitario,Madagascar
1132,1.5,2010,1,Italy,,
1133,3.25,2012,0.69,U.S.A.,,Central and S. America
1134,3.5,2008,0.7,Argentina,Forastero,Brazil
1135,3.5,2008,0.7,Argentina,Forastero (Nacional),Ecuador
1136,3.5,2008,0.7,Argentina,Forastero (Arriba) ASSS,Ecuador
1137,2.75,2009,0.75,Colombia,Forastero (Nacional),Colombia
1138,3,2009,0.7,Colombia,Forastero (Nacional),Colombia
1139,2,2006,0.53,Colombia,Forastero (Nacional),Colombia
1140,4,2006,0.7,Colombia,Forastero (Nacional),Colombia
1141,2.75,2011,0.7,France,Forastero,Sao Tome
1142,4,2012,0.78,U.S.A.,,Peru
1143,3.75,2011,0.68,U.S.A.,,Papua New Guinea
1144,3.5,2010,0.68,U.S.A.,Trinitario,Grenada
1145,3.75,2010,0.65,U.S.A.,"Trinitario, Criollo",Madagascar
1146,3.75,2009,0.68,U.S.A.,,Brazil
1147,4,2009,0.65,U.S.A.,Forastero,Ghana
1148,3.75,2009,0.72,U.S.A.,Trinitario,Vietnam
1149,3,2008,0.72,U.S.A.,Blend,"Ven., Trinidad, Mad."
1150,3,2007,0.72,U.S.A.,Blend,Carribean(DR/Jam/Tri)
1151,3,2007,0.62,U.S.A.,,
1152,3.75,2007,0.75,U.S.A.,,Venezuela
1153,3,2007,0.75,U.S.A.,Blend,Carribean
1154,2,2006,0.82,U.S.A.,,
1155,3.5,2006,0.7,U.S.A.,Blend,
1156,2,2006,0.68,U.S.A.,Blend,Ghana & Madagascar
1157,2,2006,0.7,U.S.A.,Trinitario,Jamaica
1158,3,2006,0.62,U.S.A.,Blend,
1159,2.75,2015,0.7,U.K.,,Grenada
1160,3.25,2015,0.72,U.S.A.,Trinitario,Jamaica
1161,2.75,2015,0.77,U.S.A.,Criollo,Venezuela
1162,3,2014,0.75,U.S.A.,Trinitario,Ecuador
1163,3.25,2016,0.7,Peru,,Peru
1164,3.5,2011,0.75,Peru,Criollo,Peru
1165,3.25,2015,0.82,Costa Rica,,Costa Rica
1166,3.5,2015,0.7,Costa Rica,,Costa Rica
1167,2.5,2012,0.7,U.S.A.,,Peru
1168,3,2011,0.67,Italy,Criollo,Belize
1169,3.25,2011,0.65,Italy,Forastero,Sao Tome
1170,3.25,2011,0.6,Italy,Trinitario,Brazil
1171,3,2011,0.68,Italy,"Criollo, Trinitario",Colombia
1172,3.5,2016,0.73,Canada,,Bolivia
1173,3.5,2016,0.73,Canada,,Tanzania
1174,3.75,2016,0.73,Canada,,Ecuador
1175,3,2015,1,Canada,Trinitario,Madagascar
1176,3,2015,1,Canada,,Ecuador
1177,3.25,2015,0.73,Canada,,Guatemala
1178,3.25,2015,0.73,Canada,,Haiti
1179,3.75,2014,0.67,Canada,Trinitario,Madagascar
1180,3.75,2014,0.73,Canada,Trinitario,Madagascar
1181,2.75,2015,0.7,U.S.A.,Forastero,Ghana
1182,3,2015,0.72,U.S.A.,,Nicaragua
1183,3.5,2017,0.7,Australia,,Dominican Republic
1184,3.75,2016,0.7,Australia,Criollo,Venezuela
1185,4,2016,0.7,Australia,Criollo,Ecuador
1186,3.75,2016,0.7,Australia,,Belize
1187,3,2016,0.7,Australia,Trinitario,Vietnam
1188,3.75,2016,0.67,Australia,,Australia
1189,3.25,2016,0.7,Australia,,Guatemala
1190,3.25,2015,0.65,Australia,Trinitario,Madagascar
1191,3.5,2015,0.7,Australia,Trinitario,Madagascar
1192,3.75,2015,0.67,Australia,,Tanzania
1193,4,2015,0.72,Australia,,Ecuador
1194,2.75,2015,0.72,Australia,,Bolivia
1195,3,2015,0.67,Australia,Forastero (Nacional),Peru
1196,1.5,2011,0.67,U.S.A.,Forastero,Ghana
1197,3,2010,0.68,U.S.A.,Trinitario,Madagascar
1198,3,2015,0.72,U.S.A.,Trinitario,Madagascar
1199,2.75,2016,0.68,U.K.,Forastero (Nacional),Peru
1200,3.25,2016,0.7,New Zealand,,Solomon Islands
1201,3,2014,0.7,U.S.A.,"Forastero, Trinitario",Uganda
1202,3,2013,0.7,U.S.A.,Trinitario,Madagascar
1203,3,2013,0.7,U.S.A.,,Venezuela
1204,3.25,2013,0.7,U.S.A.,,Bolivia
1205,3.25,2013,0.7,U.S.A.,,Peru
1206,3.5,2016,0.62,Canada,,Domincan Republic
1207,3.5,2016,0.7,Canada,Trinitario,Madagascar
1208,3.5,2016,0.7,Canada,Forastero (Parazinho),Brazil
1209,3.75,2016,0.75,Canada,,"Ven.,Ecu.,Peru,Nic."
1210,3.75,2016,0.7,Canada,Trinitario,Nicaragua
1211,4,2016,0.7,Canada,Trinitario,Vietnam
1212,3.25,2016,0.7,Canada,,Ecuador
1213,3.5,2015,0.7,Canada,Criollo,Venezuela
1214,4,2015,0.75,Canada,,Venezuela
1215,3.5,2014,0.7,Canada,,Nicaragua
1216,3.75,2014,0.7,Canada,Forastero (Nacional),Peru
1217,3.25,2014,0.7,Canada,Trinitario,Nicaragua
1218,3.5,2014,0.8,Canada,Forastero (Nacional),Ecuador
1219,3.75,2014,0.7,Canada,Forastero (Amelonado),Vanuatu
1220,3.75,2013,0.77,Canada,Trinitario,Dominican Republic
1221,2.75,2013,0.7,Canada,Criollo,Peru
1222,3.75,2013,0.7,Canada,Trinitario,Trinidad
1223,3.25,2013,0.7,Canada,,
1224,3.75,2013,0.7,Canada,Criollo,Venezuela
1225,4,2013,0.88,Canada,,"Guat., D.R., Peru, Mad., PNG"
1226,4,2013,0.7,Canada,Criollo,Venezuela
1227,4,2013,0.67,Canada,,"Peru, Dom. Rep"
1228,3.25,2013,0.7,Canada,Forastero,Venezuela
1229,3.25,2012,0.7,Canada,,Haiti
1230,3.75,2012,0.7,Canada,,Hawaii
1231,4,2012,0.7,Canada,Blend,"Dom. Rep., Madagascar"
1232,4,2012,0.7,Canada,Blend,"Gre., PNG, Haw., Haiti, Mad"
1233,3.5,2012,0.7,Canada,Trinitario,Guatemala
1234,3.75,2012,0.7,Canada,Trinitario,Venezuela
1235,3.5,2012,0.7,Canada,Blend,"Mad., Java, PNG"
1236,2.75,2011,0.7,Canada,Trinitario,Grenada
1237,4,2011,0.64,Canada,,Peru
1238,4,2011,0.7,Canada,,"Ven, Bolivia, D.R."
1239,3.75,2011,0.7,Canada,Forastero,Dominican Republic
1240,3.75,2010,0.7,Canada,"Trinitario, Nacional","DR, Ecuador, Peru"
1241,3,2009,0.7,Canada,Forastero,Dominican Republic
1242,3.5,2009,0.7,Canada,Forastero,Ghana
1243,3,2009,0.7,Canada,Trinitario,Dominican Republic
1244,3.5,2009,0.7,Canada,Trinitario,Papua New Guinea
1245,3.75,2009,0.7,Canada,Criollo,Madagascar
1246,3.75,2009,0.7,Canada,Criollo,Venezuela
1247,3.25,2014,0.7,U.S.A.,,Nicaragua
1248,3.5,2014,0.7,U.S.A.,,Hawaii
1249,3.25,2017,0.7,Canada,,Dominican Republic
1250,3.5,2017,0.7,Canada,,Madagascar
1251,3.5,2017,0.75,Canada,,Venezuela
1252,3.25,2017,0.75,Canada,,Ecuador
1253,3,2012,0.7,U.S.A.,,Dominican Republic
1254,3.25,2012,0.75,U.S.A.,,Dominican Republic
1255,3.75,2017,0.7,U.S.A.,,Dominican Republic
1256,3.5,2017,0.7,U.S.A.,,Ecuador
1257,2.75,2017,0.7,U.S.A.,,Peru
1258,3.75,2016,0.7,Australia,,Ecuador
1259,3.75,2016,0.7,Australia,,Madagascar
1260,2.75,2014,0.72,Australia,Trinitario,Vanuatu
1261,3,2013,0.7,Switzerland,Criollo,Bolivia
1262,3,2013,0.7,U.S.A.,,Dominican Republic
1263,2.25,2013,0.84,U.S.A.,,Dominican Republic
1264,3,2015,0.7,U.S.A.,Forastero (Nacional),Ecuador
1265,3,2015,0.7,U.S.A.,,Domincan Republic
1266,3,2015,0.7,U.S.A.,,Guatemala
1267,3,2015,0.7,U.S.A.,Trinitario (Amelonado),Nicaragua
1268,3,2015,0.7,U.S.A.,Trinitario,Madagascar
1269,2.75,2012,0.68,Switzerland,Trinitario,Brazil
1270,3.25,2011,0.72,Switzerland,,India
1271,3.5,2014,0.84,U.S.A.,,Ecuador
1272,2.5,2012,0.65,U.S.A.,,Philippines
1273,2.5,2012,0.7,U.S.A.,,Philippines
1274,3.25,2013,0.78,U.S.A.,Trinitario,Belize
1275,2.5,2016,0.61,Denmark,"Criollo, Trinitario",Peru
1276,2.75,2016,0.7,Venezuela,,Venezuela
1277,3,2016,0.6,Venezuela,,Venezuela
1278,2.75,2015,0.7,Sweden,"Criollo, Trinitario",Sri Lanka
1279,3.25,2015,0.7,Hungary,,Ecuador
1280,3.25,2015,0.88,Hungary,Trinitario,Cuba
1281,3.25,2015,0.7,Hungary,Trinitario,Madagascar
1282,3.5,2015,0.7,Hungary,Forastero (Parazinho),Brazil
1283,3.5,2014,0.7,Hungary,Criollo,Venezuela
1284,3.75,2014,0.7,Hungary,Trinitario,Cuba
1285,3.5,2013,0.7,Hungary,Criollo,Madagascar
1286,3.5,2013,0.7,Hungary,Criollo,Madagascar
1287,3.25,2013,0.7,Hungary,,Nicaragua
1288,3.25,2012,0.7,Hungary,,Dominican Republic
1289,3.25,2012,0.7,Hungary,,Madagascar
1290,3.75,2012,0.7,Hungary,,Peru
1291,3,2011,0.7,Hungary,,Venezuela
1292,2.75,2013,0.7,U.S.A.,,Costa Rica
1293,2.5,2013,0.7,U.S.A.,,Mexico
1294,3.25,2015,0.62,Japan,,Papua New Guinea
1295,2.75,2015,0.77,Japan,Trinitario,Trinidad
1296,3.25,2016,0.7,Suriname,Trinitario,Suriname
1297,3,2014,0.68,U.S.A.,Trinitario,Belize
1298,3.25,2011,0.87,U.S.A.,,Bolivia
1299,2.75,2009,0.75,U.S.A.,,Mexico
1300,3,2007,0.7,U.S.A.,,Dominican Republic
1301,2,2016,0.62,U.S.A.,Forastero,West Africa
1302,2.75,2009,0.6,U.S.A.,,
1303,3,2009,0.68,U.S.A.,,
1304,2.5,2008,0.7,U.S.A.,,Peru
1305,2.75,2008,0.7,U.S.A.,,Madagascar
1306,2.75,2012,0.7,U.S.A.,,Madagascar
1307,3,2012,0.7,U.S.A.,Blend,"Ecuador, Mad., PNG"
1308,3,2012,0.7,U.S.A.,,Papua New Guinea
1309,3.5,2012,0.7,U.S.A.,,Dominican Republic
1310,3.25,2012,0.7,U.S.A.,,Ecuador
1311,2,2012,0.7,U.S.A.,,Peru
1312,3.25,2012,0.7,U.S.A.,,Ecuador
1313,3,2012,0.7,U.S.A.,,Madagascar
1314,3.25,2012,0.7,U.S.A.,,Mexico
1315,2.75,2012,0.7,U.S.A.,,Brazil
1316,3,2012,0.8,U.S.A.,,Venezuela
1317,3.25,2012,0.67,U.S.A.,,Bolivia
1318,3.5,2012,0.7,U.S.A.,Forastero (Parazinho),Brazil
1319,3.75,2015,0.7,U.S.A.,Trinitario,Belize
1320,3.75,2015,0.7,U.S.A.,Trinitario,Madagascar
1321,3.25,2015,0.7,U.S.A.,,Ecuador
1322,3.5,2015,0.7,U.S.A.,,Domincan Republic
1323,3.75,2014,0.67,U.S.A.,Trinitario,Madagascar
1324,3.75,2014,0.73,U.S.A.,Forastero,Uganda
1325,3,2015,0.7,Sweden,,Peru
1326,3.25,2012,0.65,U.S.A.,Forastero,Congo
1327,3.5,2007,0.65,U.S.A.,Trinitario,Madagascar
1328,2.5,2007,0.75,U.S.A.,,Ivory Coast
1329,3,2007,0.84,U.S.A.,Forastero,Ghana
1330,2,2007,0.91,U.S.A.,Blend,Venezuela
1331,3,2007,0.75,U.S.A.,Blend,"Ghana, Panama, Ecuador"
1332,3.25,2014,0.81,Ecuador,Forastero (Nacional),Ecuador
1333,4,2012,0.7,France,Trinitario,Tobago
1334,3,2012,0.77,U.S.A.,Criollo,Bolivia
1335,2.75,2011,0.72,U.S.A.,,Venezuela
1336,3,2011,0.74,U.S.A.,,Dominican Republic
1337,3.5,2011,0.72,Madagascar,,Madagascar
1338,2.75,2015,0.75,U.S.A.,,Domincan Republic
1339,3.5,2015,0.75,U.S.A.,,Ecuador
1340,2.5,2013,0.75,U.S.A.,,Bolivia
1341,3,2016,0.6,U.S.A.,Criollo,Peru
1342,3.75,2011,0.63,France,,Dominican Republic
1343,2.75,2014,0.74,U.S.A.,,Nicaragua
1344,3,2014,0.7,U.S.A.,,Dominican Republic
1345,3,2016,0.72,U.S.A.,Trinitario,Madagascar
1346,3.25,2014,0.65,Italy,Trinitario,Venezuela
1347,4,2015,0.63,France,,Peru
1348,3.5,2013,0.7,France,,
1349,3.5,2013,0.64,France,,Dominican Republic
1350,4,2012,0.69,France,,Venezuela
1351,4,2011,0.64,France,Criollo,Venezuela
1352,3.75,2009,0.66,France,,Ecuador
1353,3.5,2009,0.68,France,Forastero,Ghana
1354,3,2007,0.72,France,Blend,"Venezuela, Carribean"
1355,3.75,2007,0.65,France,Trinitario,Venezuela
1356,4,2007,0.64,France,"Criollo, Trinitario",Madagascar
1357,1.5,2007,0.85,France,,
1358,2.5,2007,0.85,France,Forastero,West Africa
1359,2.75,2007,0.71,France,Forastero,West Africa
1360,3.25,2007,0.64,France,Criollo (Porcelana),Venezuela
1361,3,2006,0.66,France,Trinitario,Carribean
1362,4,2006,0.7,France,"Criollo, Trinitario",South America
1363,3.5,2006,0.64,France,Trinitario,Madagascar
1364,2.75,2009,0.72,Madagascar,Trinitario,Madagascar
1365,2.75,2009,0.76,Madagascar,Trinitario,Madagascar
1366,2.75,2009,0.8,Madagascar,Trinitario,Madagascar
1367,3,2009,0.7,Madagascar,Trinitario,Madagascar
1368,3,2009,0.68,Madagascar,Trinitario,Madagascar
1369,3.25,2009,0.64,Madagascar,Trinitario,Madagascar
1370,3.25,2015,0.7,U.S.A.,,Bolivia
1371,3.25,2014,0.9,U.S.A.,,Dominican Republic
1372,3.5,2014,0.75,U.S.A.,Trinitario,Trinidad
1373,3.5,2014,0.75,U.S.A.,,Ecuador
1374,3.75,2013,0.9,U.S.A.,,Central and S. America
1375,3,2014,0.75,U.S.A.,,Peru
1376,2,2007,1,U.S.A.,Forastero (Arriba),Ecuador
1377,3,2007,0.75,U.S.A.,Forastero (Arriba),Ecuador
1378,3,2007,0.65,U.S.A.,Forastero (Arriba),Ecuador
1379,2.75,2015,0.77,U.S.A.,Trinitario,Madagascar
1380,3,2015,0.77,U.S.A.,"Criollo, Trinitario",Belize
1381,3.25,2015,0.77,U.S.A.,"Criollo, Trinitario",Peru
1382,2.5,2016,0.7,U.S.A.,,Peru
1383,2.5,2016,0.7,U.S.A.,,Venezuela
1384,3,2016,0.7,U.S.A.,,Domincan Republic
1385,3.5,2016,0.7,New Zealand,Trinitario,Dominican Republic
1386,3.5,2016,0.7,New Zealand,,Peru
1387,2.5,2011,0.72,New Zealand,Forastero,Ghana
1388,2.75,2013,0.89,Ireland,Criollo,Peru
1389,3.25,2013,0.75,Ireland,Criollo,Peru
1390,2.75,2013,0.75,Ireland,Criollo,Peru
1391,4,2016,0.7,U.K.,,Colombia
1392,3,2014,0.88,U.K.,Trinitario,Colombia
1393,2.25,2013,1,U.K.,,Indonesia
1394,3,2010,0.71,U.K.,Trinitario,Madagascar
1395,3.5,2010,0.72,U.K.,,Venezuela
1396,3.75,2010,0.69,U.K.,,Indonesia
1397,3,2009,0.7,U.K.,,Peru
1398,3.25,2009,0.72,U.K.,Trinitario,Venezuela
1399,3,2016,0.74,U.S.A.,Criollo,Venezuela
1400,3.5,2016,0.76,U.S.A.,,Bolivia
1401,3.75,2016,0.75,U.S.A.,,Ghana
1402,3,2014,0.7,U.S.A.,Forastero (Nacional),Peru
1403,3.5,2013,0.7,U.S.A.,Trinitario,Trinidad
1404,2.5,2012,0.7,U.S.A.,,Ecuador
1405,3,2012,0.7,U.S.A.,,Costa Rica
1406,4,2011,0.7,U.S.A.,,Venezuela
1407,3.5,2011,0.7,U.S.A.,,Dominican Republic
1408,3,2013,0.66,Domincan Republic,,Dominican Republic
1409,2.75,2017,0.7,U.S.A.,,Madagascar
1410,2.5,2017,0.7,U.S.A.,,Dominican Republic
1411,3,2015,0.7,U.S.A.,,Papua New Guinea
1412,3.25,2015,0.7,U.S.A.,,Domincan Republic
1413,3.25,2015,0.7,U.S.A.,Trinitario,Madagascar
1414,3.5,2015,0.7,U.S.A.,Trinitario,Belize
1415,3,2015,0.6,U.S.A.,,
1416,2.75,2016,0.7,Austria,Nacional (Arriba),Ecuador
1417,2.75,2016,0.85,Austria,Trinitario,Trinidad
1418,3.5,2016,0.7,Austria,"Criollo, Trinitario",Tanzania
1419,3.5,2016,0.78,Austria,Trinitario,Trinidad
1420,3.25,2016,0.65,Australia,,
1421,3.5,2011,0.68,Australia,,Bolivia
1422,3.5,2011,0.66,Australia,Trinitario,Papua New Guinea
1423,3.75,2011,0.72,Australia,,Bolivia
1424,2.75,2014,0.8,Austria,,
1425,3.5,2012,0.72,Austria,,Panama
1426,3.5,2012,0.65,Austria,,
1427,3,2012,0.7,Austria,Criollo (Amarru),Peru
1428,3.5,2012,0.7,Austria,Criollo (Amarru),Peru
1429,3.75,2012,0.62,Austria,,Dominican Republic
1430,3,2012,0.75,Austria,Forastero (Nacional),Ecuador
1431,3,2012,0.75,Austria,"Criollo, Trinitario",Papua New Guinea
1432,3.25,2012,0.9,Austria,,Bolivia
1433,3.75,2012,0.7,Austria,,Dominican Republic
1434,3.25,2012,0.68,Austria,Forastero,Congo
1435,3,2011,0.65,Austria,Forastero,Congo
1436,3.5,2011,0.65,Austria,Forastero,India
1437,3.25,2011,0.62,Austria,,India
